thermal,met,userid,experimentid,responseSpeed
10.0,10.0,dorn04,dorn,31.775
11.0,10.0,dorn03,dorn,349.326
10.0,8.0,dorn02,dorn,15.995
10.0,8.0,dorn15,dorn,10.157
10.0,9.0,dorn01,dorn,8.278
9.0,9.0,dorn20,dorn,13.34
10.0,9.0,dorn06,dorn,11.252
10.0,8.0,dorn02,dorn,7.754
9.0,8.0,dorn07,dorn,25.333
10.0,9.0,dorn20,dorn,10.179
10.0,8.0,dorn02,dorn,6.563
11.0,9.0,dorn06,dorn,12.714
10.0,9.0,dorn14,dorn,4.953
9.0,9.0,dorn20,dorn,7.699
10.0,10.0,dorn04,dorn,31.268
9.0,9.0,dorn20,dorn,6.858
10.0,9.0,dorn20,dorn,8.78
10.0,9.0,dorn14,dorn,10.969
10.0,9.0,dorn01,dorn,10.466
10.0,9.0,dorn20,dorn,6.644
10.0,10.0,dorn15,dorn,9.202
11.0,9.0,dorn03,dorn,14.65
10.0,9.0,dorn20,dorn,6.186
9.0,9.0,dorn20,dorn,8.51
10.0,9.0,dorn11,dorn,5.989
10.0,9.0,dorn18,dorn,6.843
10.0,10.0,dorn20,dorn,6.688
10.0,9.0,dorn04,dorn,21.382
10.0,8.0,dorn13,dorn,9.494
10.0,10.0,dorn04,dorn,36.572
11.0,9.0,dorn12,dorn,11.96
11.0,9.0,dorn06,dorn,25.181
9.0,8.0,dorn07,dorn,12.664
9.0,8.0,dorn07,dorn,23.493
11.0,9.0,dorn02,dorn,8.724
11.0,9.0,dorn09,dorn,12.721
11.0,9.0,dorn08,dorn,7.879
10.0,9.0,dorn15,dorn,8.126
10.0,9.0,dorn20,dorn,2250.961
11.0,9.0,dorn08,dorn,7.65
10.0,9.0,dorn18,dorn,6.101
11.0,9.0,dorn01,dorn,8.435
11.0,9.0,dorn09,dorn,5.954
10.0,9.0,dorn20,dorn,8.002
11.0,9.0,dorn07,dorn,9.893
10.0,9.0,dorn14,dorn,3845.303
11.0,8.0,dorn02,dorn,7.841
10.0,9.0,dorn20,dorn,7.273
10.0,8.0,dorn02,dorn,9.505
11.0,9.0,dorn12,dorn,10.499
11.0,8.0,dorn08,dorn,19.6
11.0,10.0,dorn20,dorn,13.186
11.0,9.0,dorn01,dorn,30.327
11.0,9.0,dorn06,dorn,10.775
10.0,9.0,dorn07,dorn,19.957
10.0,9.0,dorn05,dorn,4.285
11.0,8.0,dorn02,dorn,8.774
11.0,9.0,dorn15,dorn,5.996
11.0,9.0,dorn07,dorn,14.474
10.0,8.0,dorn08,dorn,7.892
10.0,9.0,dorn11,dorn,7.1
11.0,9.0,dorn01,dorn,8.285
10.0,9.0,dorn20,dorn,3341.459
11.0,9.0,dorn09,dorn,6.325
11.0,8.0,dorn02,dorn,11.511
10.0,9.0,dorn11,dorn,4.798
10.0,9.0,dorn18,dorn,4.913
11.0,9.0,dorn09,dorn,6.616
10.0,9.0,dorn20,dorn,5.818
10.0,9.0,dorn14,dorn,5469.174
11.0,9.0,dorn04,dorn,24.603
11.0,9.0,dorn02,dorn,13.228
10.0,9.0,dorn20,dorn,30.56
11.0,9.0,dorn18,dorn,15.721
10.0,9.0,dorn07,dorn,16.837
11.0,9.0,dorn07,dorn,13.269
10.0,9.0,dorn20,dorn,7.224
11.0,9.0,dorn18,dorn,6.237
10.0,8.0,dorn02,dorn,8.717
11.0,9.0,dorn09,dorn,6.948
11.0,9.0,dorn18,dorn,7.58
10.0,9.0,dorn09,dorn,7.478
10.0,9.0,dorn11,dorn,9.469
11.0,8.0,dorn06,dorn,4763.809
11.0,10.0,dorn08,dorn,5350.723
11.0,9.0,dorn04,dorn,24.495
10.0,9.0,dorn20,dorn,12.779
11.0,11.0,dorn09,dorn,13.046
10.0,9.0,dorn14,dorn,9.316
11.0,9.0,dorn06,dorn,29.832
11.0,11.0,dorn11,dorn,191.157
11.0,9.0,dorn18,dorn,17.115
11.0,10.0,dorn07,dorn,16.394
10.0,9.0,dorn20,dorn,10.085
11.0,9.0,dorn18,dorn,5.62
11.0,9.0,dorn12,dorn,10.921
11.0,11.0,dorn20,dorn,10.316
11.0,11.0,dorn20,dorn,7.948
11.0,9.0,dorn18,dorn,6.31
11.0,11.0,dorn20,dorn,10.97
11.0,11.0,dorn20,dorn,7.56
10.0,11.0,dorn20,dorn,9.126
11.0,9.0,dorn18,dorn,6.279
11.0,10.0,dorn07,dorn,1085.418
11.0,9.0,dorn12,dorn,7.306
10.0,9.0,dorn13,dorn,10.436
11.0,9.0,dorn04,dorn,41.652
10.0,9.0,dorn14,dorn,19.438
11.0,9.0,dorn18,dorn,14.058
11.0,9.0,dorn07,dorn,12.19
10.0,10.0,dorn20,dorn,10.048
10.0,8.0,dorn13,dorn,6.463
10.0,9.0,dorn13,dorn,9.056
10.0,9.0,dorn18,dorn,11.817
9.0,10.0,dorn20,dorn,10.35
11.0,9.0,dorn15,dorn,11.949
11.0,8.0,dorn08,dorn,13.908
10.0,9.0,dorn01,dorn,9.933
10.0,8.0,dorn13,dorn,8.81
11.0,8.0,dorn04,dorn,35.017
10.0,8.0,dorn01,dorn,11.035
10.0,9.0,dorn15,dorn,9.346
10.0,9.0,dorn07,dorn,2461.685
10.0,9.0,dorn18,dorn,5.335
10.0,8.0,dorn02,dorn,8.348
10.0,9.0,dorn20,dorn,8.517
10.0,9.0,dorn20,dorn,6.407
10.0,9.0,dorn14,dorn,8.589
10.0,9.0,dorn15,dorn,14.079
11.0,9.0,dorn06,dorn,10.125
10.0,9.0,dorn01,dorn,9.969
11.0,9.0,dorn09,dorn,5.011
10.0,8.0,dorn07,dorn,36.95
10.0,9.0,dorn05,dorn,6.457
10.0,10.0,dorn02,dorn,9.485
10.0,9.0,dorn11,dorn,481.817
10.0,9.0,dorn05,dorn,3.747
10.0,9.0,dorn01,dorn,13.936
10.0,8.0,dorn02,dorn,6.904
10.0,11.0,dorn14,dorn,15.379
11.0,9.0,dorn12,dorn,9.255
10.0,9.0,dorn11,dorn,6.445
10.0,8.0,dorn18,dorn,9.973
10.0,9.0,dorn11,dorn,6.734
10.0,9.0,dorn05,dorn,4.259
11.0,10.0,dorn20,dorn,25.285
10.0,11.0,dorn20,dorn,65.172
10.0,8.0,dorn07,dorn,14.698
10.0,10.0,dorn02,dorn,12.036
11.0,11.0,dorn20,dorn,11.813
11.0,9.0,dorn19,dorn,646.161
10.0,9.0,dorn01,dorn,7.591
11.0,11.0,dorn20,dorn,8.972
10.0,8.0,dorn02,dorn,12.324
11.0,9.0,dorn19,dorn,28.886
11.0,9.0,dorn06,dorn,13.083
10.0,10.0,dorn20,dorn,15.028
10.0,8.0,dorn02,dorn,13.492
11.0,9.0,dorn12,dorn,11.843
10.0,9.0,dorn15,dorn,6.106
10.0,10.0,dorn20,dorn,8.215
11.0,8.0,dorn13,dorn,36.591
11.0,8.0,dorn13,dorn,12.905
11.0,9.0,dorn09,dorn,5.842
10.0,8.0,dorn19,dorn,14.029
10.0,8.0,dorn02,dorn,8.954
10.0,9.0,dorn07,dorn,52.06
10.0,9.0,dorn04,dorn,33.838
10.0,8.0,dorn01,dorn,8.693
10.0,10.0,dorn20,dorn,9.027
11.0,8.0,dorn08,dorn,58815.566
10.0,9.0,dorn14,dorn,6484.31
10.0,9.0,dorn11,dorn,6.446
10.0,9.0,dorn04,dorn,63.095
11.0,9.0,dorn09,dorn,7.527
10.0,9.0,dorn20,dorn,11.151
10.0,8.0,dorn02,dorn,13.403
10.0,9.0,dorn14,dorn,9.943
11.0,9.0,dorn12,dorn,11.465
10.0,9.0,dorn18,dorn,5.064
10.0,8.0,dorn08,dorn,841.044
11.0,9.0,dorn19,dorn,28.17
10.0,8.0,dorn02,dorn,11.838
10.0,9.0,dorn20,dorn,9.344
11.0,9.0,dorn09,dorn,7.752
10.0,9.0,dorn19,dorn,16.577
11.0,9.0,dorn06,dorn,930.108
10.0,9.0,dorn13,dorn,16.758
10.0,8.0,dorn02,dorn,18.095
10.0,9.0,dorn04,dorn,56.356
10.0,9.0,dorn20,dorn,10.09
10.0,9.0,dorn07,dorn,9.028
9.0,8.0,dorn02,dorn,14.974
10.0,9.0,dorn07,dorn,11.046
11.0,9.0,dorn20,dorn,11.055
10.0,10.0,dorn11,dorn,663.381
10.0,9.0,dorn20,dorn,10.343
11.0,11.0,dorn12,dorn,8.145
11.0,9.0,dorn09,dorn,5.235
10.0,9.0,dorn19,dorn,15.41
11.0,9.0,dorn09,dorn,8.41
10.0,9.0,dorn19,dorn,9.354
10.0,9.0,dorn20,dorn,6.646
11.0,8.0,dorn02,dorn,9.559
11.0,9.0,dorn18,dorn,6.524
10.0,10.0,dorn20,dorn,9.463
10.0,8.0,dorn08,dorn,4807.981
11.0,9.0,dorn06,dorn,11.448
11.0,8.0,dorn18,dorn,11.647
11.0,11.0,dorn09,dorn,8.424
11.0,10.0,dorn06,dorn,17.709
11.0,8.0,dorn08,dorn,11.156
11.0,9.0,dorn07,dorn,29.853
10.0,9.0,dorn11,dorn,20.022
11.0,9.0,dorn18,dorn,10.586
10.0,9.0,dorn18,dorn,5.48
10.0,9.0,dorn12,dorn,9.93
11.0,9.0,dorn04,dorn,19.429
10.0,9.0,dorn03,dorn,7.742
11.0,10.0,dorn01,dorn,15.78
10.0,9.0,dorn05,dorn,3.744
9.0,9.0,dorn05,dorn,5.898
10.0,9.0,dorn05,dorn,5.836
11.0,9.0,dorn13,dorn,12.115
10.0,8.0,dorn06,dorn,14.206
10.0,9.0,dorn05,dorn,3.753
11.0,9.0,dorn05,dorn,4.702
10.0,9.0,dorn19,dorn,14.893
10.0,9.0,dorn12,dorn,13.31
11.0,9.0,dorn04,dorn,34.598
11.0,9.0,dorn08,dorn,24.277
10.0,9.0,dorn11,dorn,8.367
11.0,11.0,dorn07,dorn,8.231
10.0,10.0,dorn18,dorn,11.949
11.0,8.0,dorn08,dorn,9.27
10.0,9.0,dorn05,dorn,3.916
10.0,10.0,dorn18,dorn,18.08
10.0,9.0,dorn13,dorn,5695.914
10.0,9.0,dorn01,dorn,3111.641
10.0,10.0,dorn15,dorn,7.924
10.0,9.0,dorn18,dorn,6.725
10.0,9.0,dorn11,dorn,7.446
11.0,9.0,dorn13,dorn,8.149
9.0,9.0,dorn14,dorn,8377.351
11.0,9.0,dorn04,dorn,20.391
10.0,9.0,dorn18,dorn,8.696
11.0,10.0,dorn15,dorn,9.932
10.0,9.0,dorn18,dorn,5.446
11.0,9.0,dorn18,dorn,8.319
10.0,9.0,dorn11,dorn,5.184
10.0,8.0,dorn18,dorn,9.511
11.0,9.0,dorn03,dorn,40430.146
11.0,9.0,dorn09,dorn,8.89
11.0,9.0,dorn03,dorn,40.621
11.0,9.0,dorn06,dorn,43851.744
10.0,9.0,dorn20,dorn,8.93
11.0,9.0,dorn11,dorn,14.105
10.0,9.0,dorn15,dorn,12.416
11.0,9.0,dorn06,dorn,17.328
10.0,9.0,dorn20,dorn,7.618
10.0,9.0,dorn11,dorn,988.269
10.0,9.0,dorn06,dorn,9.237
10.0,9.0,dorn03,dorn,566.098
11.0,9.0,dorn09,dorn,7.135
10.0,9.0,dorn11,dorn,5.268
10.0,9.0,dorn20,dorn,6.614
11.0,9.0,dorn09,dorn,5.588
11.0,9.0,dorn19,dorn,39.132
10.0,9.0,dorn03,dorn,9.911
10.0,9.0,dorn11,dorn,12.649
11.0,9.0,dorn06,dorn,17.926
10.0,9.0,dorn13,dorn,9.469
11.0,9.0,dorn08,dorn,11.118
10.0,9.0,dorn03,dorn,51.31
11.0,8.0,dorn02,dorn,8.342
10.0,10.0,dorn20,dorn,989.385
11.0,9.0,dorn19,dorn,11.644
11.0,9.0,dorn01,dorn,8.785
10.0,10.0,dorn20,dorn,45.004
11.0,10.0,dorn15,dorn,8.973
10.0,9.0,dorn18,dorn,6.335
10.0,9.0,dorn18,dorn,7.156
10.0,8.0,dorn02,dorn,9.225
10.0,9.0,dorn20,dorn,5.668
10.0,10.0,dorn04,dorn,24.98
10.0,9.0,dorn11,dorn,23.695
9.0,8.0,dorn07,dorn,334.658
11.0,9.0,dorn06,dorn,19.96
10.0,9.0,dorn12,dorn,9.097
10.0,9.0,dorn20,dorn,6.744
9.0,9.0,dorn03,dorn,1690.889
11.0,8.0,dorn08,dorn,1843.183
10.0,9.0,dorn14,dorn,1685.851
11.0,9.0,dorn09,dorn,5.633
10.0,9.0,dorn20,dorn,7.821
11.0,8.0,dorn02,dorn,9.534
11.0,10.0,dorn03,dorn,9.752
11.0,9.0,dorn07,dorn,9.911
10.0,9.0,dorn07,dorn,7.351
11.0,8.0,dorn02,dorn,6.473
11.0,9.0,dorn15,dorn,7.468
11.0,9.0,dorn19,dorn,8.195
10.0,9.0,dorn06,dorn,10.397
10.0,9.0,dorn15,dorn,5.75
10.0,9.0,dorn07,dorn,8.301
11.0,9.0,dorn08,dorn,15.493
10.0,9.0,dorn14,dorn,6.416
10.0,9.0,dorn11,dorn,7.091
10.0,9.0,dorn06,dorn,13.772
10.0,10.0,dorn20,dorn,10.593
10.0,10.0,dorn20,dorn,8.249
10.0,10.0,dorn20,dorn,9.543
11.0,8.0,dorn02,dorn,7.872
11.0,9.0,dorn19,dorn,13.698
11.0,10.0,dorn20,dorn,9.453
10.0,9.0,dorn03,dorn,13.842
11.0,9.0,dorn08,dorn,7.485
11.0,9.0,dorn19,dorn,6.582
10.0,10.0,dorn04,dorn,19.93
11.0,9.0,dorn01,dorn,11.95
10.0,9.0,dorn06,dorn,1466.14
11.0,9.0,dorn08,dorn,9.06
10.0,9.0,dorn07,dorn,9.04
10.0,9.0,dorn20,dorn,8.998
10.0,9.0,dorn14,dorn,7.785
10.0,9.0,dorn11,dorn,15.248
10.0,9.0,dorn15,dorn,7.862
9.0,10.0,dorn04,dorn,59.005
10.0,9.0,dorn18,dorn,7.022
11.0,9.0,dorn07,dorn,7.503
9.0,8.0,dorn02,dorn,10.629
10.0,9.0,dorn11,dorn,7.496
10.0,9.0,dorn19,dorn,18.514
11.0,9.0,dorn09,dorn,6.13
11.0,11.0,dorn15,dorn,9.268
11.0,8.0,dorn02,dorn,8.17
11.0,11.0,dorn09,dorn,8.225
9.0,9.0,dorn20,dorn,10.391
11.0,8.0,dorn08,dorn,10.698
10.0,11.0,dorn20,dorn,24.474
11.0,9.0,dorn12,dorn,10.862
10.0,8.0,dorn02,dorn,7.943
11.0,9.0,dorn06,dorn,13.614
10.0,10.0,dorn20,dorn,8.904
11.0,10.0,dorn18,dorn,9.796
11.0,9.0,dorn13,dorn,8.494
11.0,9.0,dorn13,dorn,9.255
10.0,8.0,dorn13,dorn,11.419
11.0,9.0,dorn18,dorn,5.128
11.0,9.0,dorn18,dorn,7.504
11.0,9.0,dorn18,dorn,7.746
10.0,8.0,dorn02,dorn,9.079
10.0,8.0,dorn18,dorn,13.003
11.0,10.0,dorn15,dorn,8.224
10.0,8.0,dorn11,dorn,88.145
11.0,8.0,dorn08,dorn,15.028
10.0,10.0,dorn20,dorn,17.825
10.0,8.0,dorn02,dorn,7.214
11.0,8.0,dorn06,dorn,14.08
10.0,9.0,dorn12,dorn,9.234
10.0,9.0,dorn01,dorn,9.249
11.0,9.0,dorn11,dorn,432.508
11.0,9.0,dorn18,dorn,272.169
11.0,9.0,dorn06,dorn,11.529
11.0,9.0,dorn04,dorn,779.962
11.0,10.0,dorn07,dorn,12.793
11.0,9.0,dorn18,dorn,5.599
10.0,9.0,dorn19,dorn,12.608
11.0,9.0,dorn07,dorn,15.789
10.0,9.0,dorn18,dorn,4.052
10.0,9.0,dorn01,dorn,25.019
10.0,9.0,dorn13,dorn,18.831
10.0,9.0,dorn05,dorn,6.434
10.0,9.0,dorn05,dorn,6.619
10.0,8.0,dorn20,dorn,12.996
10.0,9.0,dorn14,dorn,5763.324
10.0,9.0,dorn03,dorn,6493.369
10.0,9.0,dorn05,dorn,5.451
10.0,9.0,dorn11,dorn,8.071
10.0,9.0,dorn05,dorn,5.556
11.0,8.0,dorn06,dorn,19.112
11.0,8.0,dorn08,dorn,9.379
10.0,8.0,dorn01,dorn,6511.816
11.0,9.0,dorn18,dorn,4.915
10.0,8.0,dorn04,dorn,16.083
10.0,9.0,dorn15,dorn,7.09
10.0,11.0,dorn04,dorn,19.369
10.0,9.0,dorn18,dorn,8.739
10.0,8.0,dorn15,dorn,9.139
10.0,9.0,dorn11,dorn,6.104
10.0,8.0,dorn18,dorn,8.35
11.0,9.0,dorn09,dorn,12.211
11.0,9.0,dorn09,dorn,7.007
10.0,9.0,dorn05,dorn,4.831
11.0,9.0,dorn07,dorn,14.732
11.0,9.0,dorn06,dorn,16.372
10.0,8.0,dorn02,dorn,7.547
10.0,10.0,dorn20,dorn,9.091
11.0,9.0,dorn09,dorn,7.69
10.0,8.0,dorn08,dorn,8.806
9.0,9.0,dorn20,dorn,7.577
10.0,9.0,dorn11,dorn,17.504
11.0,9.0,dorn07,dorn,12.108
10.0,8.0,dorn02,dorn,8.8
10.0,9.0,dorn12,dorn,3.715
11.0,9.0,dorn07,dorn,12.938
10.0,8.0,dorn02,dorn,6.24
10.0,9.0,dorn20,dorn,6.692
11.0,9.0,dorn06,dorn,11.881
10.0,8.0,dorn02,dorn,8.6
10.0,9.0,dorn01,dorn,14.24
10.0,9.0,dorn13,dorn,15.788
10.0,9.0,dorn20,dorn,8.331
11.0,9.0,dorn19,dorn,16.477
10.0,9.0,dorn05,dorn,3.833
11.0,9.0,dorn06,dorn,20.214
11.0,8.0,dorn08,dorn,15.208
10.0,9.0,dorn20,dorn,6.397
10.0,9.0,dorn05,dorn,4.5
10.0,9.0,dorn11,dorn,2784.342
10.0,9.0,dorn13,dorn,12.798
10.0,9.0,dorn06,dorn,9.73
10.0,8.0,dorn08,dorn,10.431
10.0,9.0,dorn01,dorn,2840.164
11.0,9.0,dorn09,dorn,9.516
10.0,8.0,dorn18,dorn,15.179
11.0,10.0,dorn11,dorn,8.434
10.0,9.0,dorn18,dorn,6.15
10.0,8.0,dorn02,dorn,11.412
10.0,9.0,dorn14,dorn,6729.869
11.0,9.0,dorn06,dorn,14.172
10.0,9.0,dorn12,dorn,9.283
10.0,9.0,dorn18,dorn,14.25
10.0,9.0,dorn18,dorn,6.139
10.0,9.0,dorn14,dorn,2141.395
11.0,9.0,dorn02,dorn,19.695
10.0,10.0,dorn20,dorn,2463.708
10.0,10.0,dorn20,dorn,8.277
11.0,9.0,dorn09,dorn,6.593
10.0,9.0,dorn18,dorn,7.704
11.0,9.0,dorn01,dorn,3334.491
10.0,10.0,dorn04,dorn,20.82
10.0,8.0,dorn13,dorn,10.355
10.0,9.0,dorn18,dorn,6.099
11.0,9.0,dorn13,dorn,7.872
11.0,9.0,dorn15,dorn,5.565
11.0,9.0,dorn19,dorn,8.493
11.0,8.0,dorn08,dorn,5954.57
9.0,9.0,dorn05,dorn,9.894
10.0,8.0,dorn02,dorn,16.645
10.0,9.0,dorn18,dorn,9.557
10.0,9.0,dorn12,dorn,12.98
10.0,8.0,dorn08,dorn,15.296
11.0,9.0,dorn06,dorn,11.076
10.0,9.0,dorn18,dorn,12.342
10.0,9.0,dorn15,dorn,8.057
10.0,10.0,dorn04,dorn,26.704
11.0,9.0,dorn06,dorn,9.711
10.0,8.0,dorn08,dorn,7.515
10.0,9.0,dorn15,dorn,5.794
10.0,8.0,dorn03,dorn,19.91
10.0,8.0,dorn02,dorn,8.308
11.0,9.0,dorn06,dorn,9.502
10.0,9.0,dorn12,dorn,8.094
11.0,9.0,dorn07,dorn,38.182
10.0,8.0,dorn02,dorn,14.208
10.0,9.0,dorn04,dorn,15.149
10.0,9.0,dorn14,dorn,8.972
10.0,9.0,dorn11,dorn,6.54
11.0,9.0,dorn09,dorn,6.22
10.0,8.0,dorn03,dorn,49.715
10.0,8.0,dorn02,dorn,11.203
11.0,9.0,dorn15,dorn,6.107
11.0,9.0,dorn06,dorn,9.845
10.0,9.0,dorn20,dorn,2103.311
10.0,8.0,dorn02,dorn,6.92
10.0,9.0,dorn18,dorn,2438.864
10.0,8.0,dorn03,dorn,8.736
10.0,10.0,dorn20,dorn,7.369
11.0,10.0,dorn11,dorn,6.561
10.0,10.0,dorn20,dorn,7.12
11.0,9.0,dorn09,dorn,6.979
11.0,9.0,dorn07,dorn,29.033
11.0,9.0,dorn13,dorn,11.893
10.0,10.0,dorn20,dorn,8.238
11.0,11.0,dorn09,dorn,12.216
11.0,10.0,dorn18,dorn,8.053
11.0,8.0,dorn08,dorn,13.02
10.0,10.0,dorn20,dorn,7.761
10.0,9.0,dorn12,dorn,8.99
10.0,11.0,dorn11,dorn,11.243
11.0,9.0,dorn18,dorn,13.588
9.0,9.0,dorn03,dorn,21.198
11.0,10.0,dorn20,dorn,8.998
11.0,10.0,dorn06,dorn,26.039
10.0,9.0,dorn15,dorn,10.293
11.0,9.0,dorn09,dorn,14.074
10.0,8.0,dorn20,dorn,11.58
10.0,10.0,dorn11,dorn,21.122
10.0,8.0,dorn08,dorn,7.372
11.0,10.0,dorn06,dorn,9.838
11.0,10.0,dorn04,dorn,4833.366
10.0,9.0,dorn14,dorn,5223.079
10.0,9.0,dorn19,dorn,19.041
10.0,10.0,dorn11,dorn,34.882
10.0,8.0,dorn20,dorn,9.415
10.0,8.0,dorn07,dorn,10.773
11.0,9.0,dorn19,dorn,9.613
10.0,8.0,dorn07,dorn,14.538
11.0,10.0,dorn04,dorn,16.819
10.0,9.0,dorn12,dorn,14.705
10.0,10.0,dorn11,dorn,42.733
10.0,9.0,dorn19,dorn,10.281
10.0,8.0,dorn20,dorn,1270.438
11.0,9.0,dorn03,dorn,1434.711
10.0,9.0,dorn14,dorn,2048.179
11.0,8.0,dorn06,dorn,19.871
9.0,10.0,dorn15,dorn,8.656
10.0,8.0,dorn07,dorn,13.112
11.0,8.0,dorn06,dorn,14.773
11.0,10.0,dorn08,dorn,7.804
10.0,9.0,dorn05,dorn,5.691
10.0,9.0,dorn01,dorn,8.699
10.0,9.0,dorn05,dorn,8.383
11.0,8.0,dorn13,dorn,10.368
10.0,11.0,dorn04,dorn,8894.594
10.0,8.0,dorn18,dorn,9365.725
10.0,9.0,dorn01,dorn,7.611
10.0,8.0,dorn13,dorn,8.345
10.0,8.0,dorn15,dorn,6.856
10.0,10.0,dorn04,dorn,22.746
10.0,8.0,dorn11,dorn,9.141
10.0,9.0,dorn01,dorn,8.083
10.0,10.0,dorn20,dorn,9.946
11.0,9.0,dorn15,dorn,10.359
11.0,9.0,dorn09,dorn,10.233
11.0,9.0,dorn06,dorn,11.689
10.0,10.0,dorn01,dorn,11.443
11.0,9.0,dorn07,dorn,17.805
10.0,8.0,dorn20,dorn,8.929
11.0,11.0,dorn06,dorn,26.697
11.0,9.0,dorn09,dorn,9.102
10.0,9.0,dorn02,dorn,10.957
10.0,9.0,dorn14,dorn,7.466
10.0,9.0,dorn11,dorn,3284.826
11.0,9.0,dorn11,dorn,7.289
11.0,11.0,dorn09,dorn,5.649
10.0,9.0,dorn02,dorn,11.971
10.0,8.0,dorn20,dorn,4716.62
11.0,9.0,dorn01,dorn,8.381
11.0,8.0,dorn07,dorn,22.539
10.0,9.0,dorn12,dorn,12.702
11.0,10.0,dorn11,dorn,221.345
11.0,10.0,dorn08,dorn,12.502
11.0,9.0,dorn01,dorn,568.197
11.0,9.0,dorn13,dorn,7.811
11.0,10.0,dorn15,dorn,8.203
11.0,9.0,dorn09,dorn,11.329
11.0,9.0,dorn01,dorn,8.97
10.0,8.0,dorn20,dorn,4060.087
11.0,10.0,dorn06,dorn,20.185
10.0,9.0,dorn19,dorn,7.926
11.0,8.0,dorn13,dorn,30.21
11.0,8.0,dorn01,dorn,14.957
11.0,9.0,dorn09,dorn,13.086
10.0,9.0,dorn03,dorn,6.807
11.0,9.0,dorn07,dorn,82.663
11.0,8.0,dorn06,dorn,12.044
10.0,9.0,dorn03,dorn,12.922
10.0,9.0,dorn12,dorn,8.606
10.0,8.0,dorn01,dorn,15.267
10.0,9.0,dorn20,dorn,2312.999
10.0,9.0,dorn03,dorn,5.55
11.0,9.0,dorn05,dorn,58376.933
10.0,9.0,dorn13,dorn,9.211
11.0,9.0,dorn05,dorn,5.571
11.0,9.0,dorn01,dorn,8.283
10.0,9.0,dorn13,dorn,8.861
10.0,10.0,dorn04,dorn,17.38
10.0,9.0,dorn05,dorn,4.994
11.0,9.0,dorn06,dorn,14.539
11.0,8.0,dorn08,dorn,9.01
11.0,9.0,dorn13,dorn,8.878
10.0,9.0,dorn03,dorn,2417.78
10.0,8.0,dorn11,dorn,341.142
10.0,8.0,dorn06,dorn,607.095
10.0,9.0,dorn18,dorn,5.463
10.0,9.0,dorn05,dorn,4.03
10.0,9.0,dorn04,dorn,20.809
10.0,9.0,dorn09,dorn,7.124
11.0,9.0,dorn07,dorn,60.97
10.0,9.0,dorn05,dorn,7.928
10.0,9.0,dorn20,dorn,22.297
10.0,9.0,dorn12,dorn,11.109
10.0,9.0,dorn05,dorn,4.417
11.0,9.0,dorn01,dorn,690.716
11.0,8.0,dorn13,dorn,8.103
10.0,9.0,dorn03,dorn,2540.416
11.0,9.0,dorn09,dorn,7.736
10.0,9.0,dorn05,dorn,3.458
10.0,8.0,dorn02,dorn,7.393
11.0,10.0,dorn08,dorn,3515.71
11.0,10.0,dorn15,dorn,6.953
10.0,9.0,dorn20,dorn,28.339
11.0,10.0,dorn06,dorn,4234.104
10.0,9.0,dorn11,dorn,5.629
10.0,9.0,dorn20,dorn,7.244
10.0,10.0,dorn02,dorn,12.008
11.0,9.0,dorn06,dorn,19.889
11.0,9.0,dorn13,dorn,10.563
10.0,9.0,dorn13,dorn,9.91
10.0,10.0,dorn04,dorn,27.039
10.0,10.0,dorn03,dorn,30.48
10.0,9.0,dorn11,dorn,8.258
10.0,9.0,dorn14,dorn,9.007
10.0,10.0,dorn01,dorn,9.471
11.0,9.0,dorn13,dorn,16.46
11.0,9.0,dorn09,dorn,9.596
11.0,11.0,dorn19,dorn,16.982
11.0,11.0,dorn06,dorn,15.589
11.0,9.0,dorn09,dorn,7.593
11.0,9.0,dorn13,dorn,11.609
10.0,9.0,dorn15,dorn,11.891
11.0,9.0,dorn11,dorn,8.638
11.0,9.0,dorn13,dorn,12.865
11.0,10.0,dorn04,dorn,17.821
11.0,9.0,dorn13,dorn,10.232
10.0,9.0,dorn20,dorn,6408.558
10.0,9.0,dorn05,dorn,3.643
11.0,9.0,dorn08,dorn,21.388
11.0,9.0,dorn07,dorn,44.726
11.0,9.0,dorn19,dorn,18.279
10.0,9.0,dorn01,dorn,7.811
10.0,9.0,dorn14,dorn,6.076
11.0,9.0,dorn15,dorn,6.09
10.0,9.0,dorn12,dorn,4.424
10.0,8.0,dorn08,dorn,9.487
10.0,9.0,dorn03,dorn,3129.72
10.0,9.0,dorn09,dorn,6.041
11.0,9.0,dorn07,dorn,28.287
10.0,8.0,dorn08,dorn,7.173
11.0,9.0,dorn19,dorn,7.194
10.0,9.0,dorn01,dorn,4935.836
11.0,8.0,dorn08,dorn,9.998
10.0,9.0,dorn20,dorn,8423.583
10.0,9.0,dorn20,dorn,11.711
10.0,9.0,dorn11,dorn,7882.644
10.0,9.0,dorn03,dorn,8.326
10.0,9.0,dorn18,dorn,4.523
10.0,9.0,dorn15,dorn,11.557
11.0,10.0,dorn04,dorn,11818.762
10.0,8.0,dorn11,dorn,10.023
11.0,10.0,dorn04,dorn,14.761
10.0,8.0,dorn15,dorn,6.3
10.0,9.0,dorn12,dorn,4.311
11.0,9.0,dorn03,dorn,15.681
11.0,9.0,dorn03,dorn,12.064
10.0,10.0,dorn15,dorn,10.354
11.0,9.0,dorn11,dorn,7.65
10.0,8.0,dorn11,dorn,10.366
11.0,9.0,dorn03,dorn,15.47
10.0,9.0,dorn12,dorn,12.553
10.0,8.0,dorn01,dorn,8.08
